Gene_stable_ID	CHR
ENSG00000150637	18
ENSG00000277040	13
ENSG00000227213	13
ENSG00000232162	13
ENSG00000271901	13
ENSG00000094841	X
ENSG00000231034	20
ENSG00000226262	20
ENSG00000237378	13
ENSG00000238151	20
ENSG00000234701	13
ENSG00000271140	13
ENSG00000197586	20
ENSG00000214263	13
ENSG00000223717	13
ENSG00000273669	18
ENSG00000237092	13
ENSG00000101695	18
ENSG00000249799	4
ENSG00000251338	4
ENSG00000249780	4
ENSG00000250321	4
ENSG00000250573	4
ENSG00000251639	4
ENSG00000227521	X
ENSG00000272885	4
ENSG00000226484	X
ENSG00000227528	13
ENSG00000275426	4
ENSG00000226515	X
ENSG00000264388	18
ENSG00000169676	4
ENSG00000229151	X
ENSG00000279678	18
ENSG00000232576	X
ENSG00000265946	18
ENSG00000250092	4
ENSG00000237211	X
ENSG00000265934	18
ENSG00000233799	4
ENSG00000274022	X
ENSG00000234765	13
ENSG00000250413	4
ENSG00000265644	18
ENSG00000230317	X
ENSG00000251152	4
ENSG00000236565	13
ENSG00000251148	4
ENSG00000264580	21
ENSG00000224100	21
ENSG00000271287	13
ENSG00000160199	21
ENSG00000152969	4
ENSG00000234390	X
ENSG00000023516	13
ENSG00000228182	X
ENSG00000100150	22
ENSG00000165259	X
ENSG00000197563	18
ENSG00000139656	13
ENSG00000236988	X
ENSG00000223467	X
ENSG00000204899	13
ENSG00000270268	X
ENSG00000266869	14
ENSG00000236365	X
ENSG00000235061	X
ENSG00000231706	X
ENSG00000234766	X
ENSG00000204118	X
ENSG00000165898	14
ENSG00000229667	X
ENSG00000174740	X
ENSG00000238169	13
ENSG00000160200	21
ENSG00000186288	X
ENSG00000224065	X
ENSG00000174225	X
ENSG00000228669	13
ENSG00000140044	14
ENSG00000270856	13
ENSG00000213704	X
ENSG00000276841	13
ENSG00000236534	13
ENSG00000165288	X
ENSG00000232954	13
ENSG00000280165	13
ENSG00000120685	13
ENSG00000042317	14
ENSG00000068354	X
ENSG00000087266	4
ENSG00000281566	X
ENSG00000271290	X
ENSG00000237506	X
ENSG00000229132	X
ENSG00000230889	X
ENSG00000158813	X
ENSG00000236433	13
ENSG00000220125	X
ENSG00000188419	X
ENSG00000235957	13
ENSG00000165837	13
ENSG00000227581	X
ENSG00000102309	X
ENSG00000275226	13
ENSG00000136149	13
ENSG00000133116	13
ENSG00000231206	X
ENSG00000232777	21
ENSG00000236663	21
ENSG00000271433	X
ENSG00000228120	21
ENSG00000215105	X
ENSG00000236185	X
ENSG00000231478	X
ENSG00000160202	21
ENSG00000232069	X
ENSG00000280870	X
ENSG00000231061	13
ENSG00000270308	X
ENSG00000225536	X
ENSG00000160201	21
ENSG00000232842	X
ENSG00000072133	X
ENSG00000229708	13
ENSG00000280431	13
ENSG00000231417	13
ENSG00000168852	13
ENSG00000257585	14
ENSG00000271423	14
ENSG00000071127	4
ENSG00000198718	14
ENSG00000136099	13
ENSG00000229946	X
ENSG00000231875	X
ENSG00000204658	20
ENSG00000124429	X
ENSG00000130701	20
ENSG00000233460	13
ENSG00000228386	20
ENSG00000083535	13
ENSG00000228422	20
ENSG00000102271	X
ENSG00000101439	20
ENSG00000185917	21
ENSG00000258935	14
ENSG00000185834	20
ENSG00000124227	20
ENSG00000133962	14
ENSG00000235166	20
ENSG00000213698	X
ENSG00000073905	X
ENSG00000236243	X
ENSG00000228051	X
ENSG00000272588	4
ENSG00000231549	X
ENSG00000250371	4
ENSG00000229594	X
ENSG00000233680	X
ENSG00000250986	4
ENSG00000271533	X
ENSG00000251689	4
ENSG00000125931	X
ENSG00000169744	4
ENSG00000149531	20
ENSG00000234087	20
ENSG00000275437	20
ENSG00000225106	20
ENSG00000101193	20
ENSG00000179253	20
ENSG00000277975	20
ENSG00000274507	20
ENSG00000232121	20
ENSG00000203266	20
ENSG00000220925	X
ENSG00000270411	20
ENSG00000053770	14
ENSG00000230843	20
ENSG00000007952	X
ENSG00000231934	20
ENSG00000277373	20
ENSG00000131059	20
ENSG00000236972	13
ENSG00000180662	14
ENSG00000258740	14
ENSG00000165548	14
ENSG00000136122	13
ENSG00000124225	20
ENSG00000159128	21
ENSG00000122824	X
ENSG00000270826	X
ENSG00000271322	X
ENSG00000276892	X
ENSG00000213695	X
ENSG00000226753	X
ENSG00000271205	X
ENSG00000213269	X
ENSG00000198934	X
ENSG00000233162	X
ENSG00000232735	X
ENSG00000271094	X
ENSG00000185222	X
ENSG00000248155	4
ENSG00000250611	4
ENSG00000249678	4
ENSG00000168993	4
ENSG00000229661	X
ENSG00000274398	X
ENSG00000232293	X
ENSG00000230592	X
ENSG00000270745	X
ENSG00000102390	X
ENSG00000151812	14
ENSG00000270792	20
ENSG00000251412	4
ENSG00000177692	21
ENSG00000249995	4
ENSG00000248777	4
ENSG00000206062	X
ENSG00000101365	20
ENSG00000228930	21
ENSG00000271157	X
ENSG00000228355	21
ENSG00000281091	X
ENSG00000273796	21
ENSG00000224574	21
ENSG00000063978	4
ENSG00000183535	21
ENSG00000271056	X
ENSG00000236256	X
ENSG00000275167	21
ENSG00000258600	14
ENSG00000258580	14
ENSG00000230478	X
ENSG00000227434	X
ENSG00000179300	X
ENSG00000259719	14
ENSG00000173638	21
ENSG00000236870	X
ENSG00000224775	X
ENSG00000258622	14
ENSG00000224632	X
ENSG00000258804	14
ENSG00000174016	X
ENSG00000125378	14
ENSG00000230275	X
ENSG00000226081	X
ENSG00000233446	X
ENSG00000225012	X
ENSG00000122145	X
ENSG00000233484	X
ENSG00000139865	14
ENSG00000153779	X
ENSG00000182871	21
ENSG00000234322	X
ENSG00000232267	X
ENSG00000215089	X
ENSG00000204272	X
ENSG00000234889	X
ENSG00000237873	X
ENSG00000225025	X
ENSG00000270759	X
ENSG00000239407	X
ENSG00000271774	20
ENSG00000275401	20
ENSG00000226837	X
ENSG00000238194	20
ENSG00000131171	X
ENSG00000214269	13
ENSG00000231005	20
ENSG00000225417	20
ENSG00000274052	13
ENSG00000277270	20
ENSG00000224853	13
ENSG00000237929	20
ENSG00000231144	X
ENSG00000215085	X
ENSG00000124164	20
ENSG00000236190	X
ENSG00000235447	X
ENSG00000224523	X
ENSG00000279437	X
ENSG00000182574	X
ENSG00000228612	X
ENSG00000068323	X
ENSG00000150361	13
ENSG00000251679	4
ENSG00000250681	4
ENSG00000251271	4
ENSG00000181215	4
ENSG00000258859	14
ENSG00000224692	X
ENSG00000228847	X
ENSG00000258960	14
ENSG00000261208	14
ENSG00000101146	20
ENSG00000188917	X
ENSG00000259077	14
ENSG00000250915	4
ENSG00000249766	4
ENSG00000259078	14
ENSG00000249077	4
ENSG00000250393	4
ENSG00000249256	4
ENSG00000249443	4
ENSG00000248780	4
ENSG00000187790	14
ENSG00000215612	4
ENSG00000251434	4
ENSG00000248228	4
ENSG00000249564	4
ENSG00000249998	4
ENSG00000280650	4
ENSG00000205940	4
ENSG00000247624	4
ENSG00000152990	4
ENSG00000179031	X
ENSG00000239345	X
ENSG00000271209	X
ENSG00000237014	X
ENSG00000234039	X
ENSG00000203262	X
ENSG00000122034	13
ENSG00000226010	X
ENSG00000170925	X
ENSG00000226307	X
ENSG00000226119	X
ENSG00000234405	X
ENSG00000234702	X
ENSG00000215070	X
ENSG00000237748	X
ENSG00000182489	X
ENSG00000270625	X
ENSG00000186675	X
ENSG00000215102	X
ENSG00000102226	X
ENSG00000251517	4
ENSG00000268967	4
ENSG00000251638	4
ENSG00000248338	4
ENSG00000242034	4
ENSG00000228154	4
ENSG00000250942	4
ENSG00000155269	4
ENSG00000224628	20
ENSG00000276093	20
ENSG00000280220	20
ENSG00000080815	14
ENSG00000182463	20
ENSG00000213740	X
ENSG00000231001	X
ENSG00000238222	X
ENSG00000237381	X
ENSG00000183844	21
ENSG00000232489	13
ENSG00000268104	X
ENSG00000237119	20
ENSG00000236354	13
ENSG00000233017	20
ENSG00000260296	4
ENSG00000251220	4
ENSG00000136110	13
ENSG00000229755	20
ENSG00000250098	4
ENSG00000204547	20
ENSG00000242768	4
ENSG00000249828	4
ENSG00000279379	4
ENSG00000054796	20
ENSG00000047597	X
ENSG00000174123	4
ENSG00000234636	X
ENSG00000227657	X
ENSG00000233071	X
ENSG00000229090	X
ENSG00000270446	X
ENSG00000228519	X
ENSG00000187690	X
ENSG00000215174	X
ENSG00000234130	X
ENSG00000047648	X
ENSG00000248532	4
ENSG00000248364	4
ENSG00000249047	4
ENSG00000260878	4
ENSG00000154274	4
ENSG00000228318	21
ENSG00000207503	21
ENSG00000232806	21
ENSG00000154734	21
ENSG00000090989	4
ENSG00000187676	13
ENSG00000273619	20
ENSG00000227964	20
ENSG00000132821	20
ENSG00000225785	20
ENSG00000275923	20
ENSG00000271298	20
ENSG00000204548	20
ENSG00000275852	20
ENSG00000125977	20
ENSG00000232105	13
ENSG00000227510	13
ENSG00000261610	21
ENSG00000159055	21
ENSG00000234145	13
ENSG00000279511	13
ENSG00000230105	X
ENSG00000228611	13
ENSG00000228004	X
ENSG00000198414	X
ENSG00000277386	13
ENSG00000226854	X
ENSG00000227256	21
ENSG00000270456	X
ENSG00000232623	21
ENSG00000224054	X
ENSG00000281883	13
ENSG00000236189	X
ENSG00000170262	21
ENSG00000203883	20
ENSG00000147206	X
ENSG00000229824	13
ENSG00000233840	13
ENSG00000229882	20
ENSG00000217576	13
ENSG00000233754	21
ENSG00000154930	20
ENSG00000225218	21
ENSG00000160193	21
ENSG00000277358	13
ENSG00000263594	18
ENSG00000263547	18
ENSG00000272281	13
ENSG00000275178	18
ENSG00000109680	4
ENSG00000075643	18
ENSG00000184210	X
ENSG00000169164	X
ENSG00000270583	X
ENSG00000233887	X
ENSG00000265352	18
ENSG00000242571	14
ENSG00000101844	X
ENSG00000170468	14
ENSG00000263711	18
ENSG00000259005	14
ENSG00000258849	14
ENSG00000258998	14
ENSG00000258392	14
ENSG00000258746	14
ENSG00000258845	14
ENSG00000214281	13
ENSG00000258501	14
ENSG00000230040	13
ENSG00000259019	14
ENSG00000263917	18
ENSG00000258450	14
ENSG00000276952	20
ENSG00000258377	14
ENSG00000260457	18
ENSG00000264490	20
ENSG00000225221	13
ENSG00000101134	20
ENSG00000100479	14
ENSG00000166342	18
ENSG00000232380	13
ENSG00000281778	13
ENSG00000232132	13
ENSG00000160194	21
ENSG00000228842	13
ENSG00000120690	13
ENSG00000154727	21
ENSG00000231290	20
ENSG00000265995	18
ENSG00000265261	18
ENSG00000271313	18
ENSG00000267586	18
ENSG00000225336	20
ENSG00000225640	20
ENSG00000158470	20
ENSG00000159212	21
ENSG00000147160	X
ENSG00000219608	20
ENSG00000229500	20
ENSG00000185808	21
ENSG00000125999	20
ENSG00000101843	X
ENSG00000279386	4
ENSG00000251173	4
ENSG00000251182	4
ENSG00000133313	18
ENSG00000248227	4
ENSG00000242262	4
ENSG00000250624	4
ENSG00000168884	4
ENSG00000257900	14
ENSG00000259100	14
ENSG00000258549	14
ENSG00000020256	20
ENSG00000211839	14
ENSG00000136155	13
ENSG00000159197	21
ENSG00000258928	14
ENSG00000186980	21
ENSG00000279521	14
ENSG00000242417	14
ENSG00000258536	14
ENSG00000123572	X
ENSG00000274391	21
ENSG00000248143	4
ENSG00000100650	14
ENSG00000109819	4
ENSG00000271457	X
ENSG00000130224	X
ENSG00000223733	X
ENSG00000274374	X
ENSG00000069509	X
ENSG00000224294	X
ENSG00000147082	X
ENSG00000261411	20
ENSG00000198276	20
ENSG00000235239	X
ENSG00000277883	X
ENSG00000270678	X
ENSG00000226241	X
ENSG00000102128	X
ENSG00000196767	X
ENSG00000228780	X
ENSG00000228041	X
ENSG00000159082	21
ENSG00000230543	X
ENSG00000078589	X
ENSG00000166619	20
ENSG00000204620	X
ENSG00000259151	14
ENSG00000213498	X
ENSG00000235124	X
ENSG00000230973	X
ENSG00000147121	X
ENSG00000258558	14
ENSG00000248654	4
ENSG00000168282	14
ENSG00000248851	4
ENSG00000248262	4
ENSG00000249452	4
ENSG00000248936	4
ENSG00000251210	4
ENSG00000265579	18
ENSG00000033170	14
ENSG00000279416	18
ENSG00000267628	18
ENSG00000276934	18
ENSG00000267382	18
ENSG00000184160	4
ENSG00000159674	4
ENSG00000263863	18
ENSG00000266278	18
ENSG00000267583	18
ENSG00000271461	20
ENSG00000090776	X
ENSG00000101115	20
ENSG00000279034	18
ENSG00000264193	18
ENSG00000267404	18
ENSG00000267098	18
ENSG00000198034	X
ENSG00000266479	18
ENSG00000280205	18
ENSG00000265698	18
ENSG00000197632	18
ENSG00000053438	20
ENSG00000213100	X
ENSG00000227427	X
ENSG00000226579	X
ENSG00000015285	X
ENSG00000101144	20
ENSG00000145147	4
ENSG00000226725	X
ENSG00000270493	X
ENSG00000204065	X
ENSG00000102055	X
ENSG00000232665	X
ENSG00000082458	X
ENSG00000101407	20
ENSG00000223287	21
ENSG00000261715	18
ENSG00000183249	21
ENSG00000233442	21
ENSG00000243516	18
ENSG00000275170	21
ENSG00000267140	18
ENSG00000249493	21
ENSG00000201812	21
ENSG00000277572	21
ENSG00000240755	21
ENSG00000264131	18
ENSG00000185272	21
ENSG00000265781	18
ENSG00000279433	18
ENSG00000150656	18
ENSG00000155304	21
ENSG00000235701	21
ENSG00000276873	21
ENSG00000275609	22
ENSG00000183527	21
ENSG00000235647	22
ENSG00000238120	22
ENSG00000124237	20
ENSG00000205632	22
ENSG00000198355	22
ENSG00000132631	20
ENSG00000125533	20
ENSG00000228820	20
ENSG00000272259	20
ENSG00000179242	20
ENSG00000093000	22
ENSG00000267456	18
ENSG00000268566	18
ENSG00000228869	13
ENSG00000273919	13
ENSG00000273584	18
ENSG00000267399	18
ENSG00000278722	13
ENSG00000264869	18
ENSG00000259000	14
ENSG00000240463	14
ENSG00000267664	18
ENSG00000259868	14
ENSG00000265980	18
ENSG00000265142	18
ENSG00000230256	13
ENSG00000185658	21
ENSG00000271026	13
ENSG00000278532	18
ENSG00000230997	14
ENSG00000278330	18
ENSG00000258856	14
ENSG00000264236	18
ENSG00000102804	13
ENSG00000277050	14
ENSG00000259061	14
ENSG00000259044	14
ENSG00000186814	18
ENSG00000231765	X
ENSG00000183035	X
ENSG00000197930	14
ENSG00000224072	X
ENSG00000230159	X
ENSG00000147223	X
ENSG00000225957	X
ENSG00000235382	X
ENSG00000215197	X
ENSG00000215035	X
ENSG00000270791	X
ENSG00000234901	X
ENSG00000232294	20
ENSG00000271154	X
ENSG00000237757	X
ENSG00000077713	X
ENSG00000264232	18
ENSG00000274214	18
ENSG00000278911	18
ENSG00000128791	18
ENSG00000185753	X
ENSG00000277232	22
ENSG00000205593	22
ENSG00000227969	13
ENSG00000264278	18
ENSG00000235656	X
ENSG00000236277	13
ENSG00000259779	18
ENSG00000215093	X
ENSG00000226683	13
ENSG00000206052	18
ENSG00000227541	X
ENSG00000235196	X
ENSG00000225352	13
ENSG00000232465	20
ENSG00000227952	13
ENSG00000215444	20
ENSG00000279924	13
ENSG00000147010	X
ENSG00000101079	20
ENSG00000278107	18
ENSG00000228319	13
ENSG00000215357	13
ENSG00000150477	18
ENSG00000237109	13
ENSG00000139946	14
ENSG00000226554	13
ENSG00000150893	13
ENSG00000130638	22
ENSG00000258696	14
ENSG00000119660	14
ENSG00000258550	14
ENSG00000259032	14
ENSG00000243023	14
ENSG00000259137	14
ENSG00000257503	14
ENSG00000139977	14
ENSG00000259091	14
ENSG00000176435	14
ENSG00000279345	22
ENSG00000280312	22
ENSG00000100376	22
ENSG00000182732	14
ENSG00000237816	13
ENSG00000225427	13
ENSG00000180011	18
ENSG00000279077	18
ENSG00000219926	13
ENSG00000154065	18
ENSG00000235737	13
ENSG00000272991	21
ENSG00000232608	21
ENSG00000214249	13
ENSG00000237373	21
ENSG00000100399	22
ENSG00000229623	21
ENSG00000225727	13
ENSG00000255568	21
ENSG00000238141	21
ENSG00000205581	21
ENSG00000204918	13
ENSG00000237000	20
ENSG00000276786	20
ENSG00000225657	20
ENSG00000224008	20
ENSG00000266952	18
ENSG00000249148	4
ENSG00000171858	20
ENSG00000077935	22
ENSG00000229910	13
ENSG00000166401	18
ENSG00000185774	4
ENSG00000234377	13
ENSG00000278709	20
ENSG00000229690	20
ENSG00000231795	20
ENSG00000279610	20
ENSG00000225246	20
ENSG00000101152	20
ENSG00000182916	X
ENSG00000172186	X
ENSG00000232332	X
ENSG00000279597	22
ENSG00000225728	X
ENSG00000279712	22
ENSG00000225676	22
ENSG00000230706	X
ENSG00000231878	20
ENSG00000133169	X
ENSG00000279833	22
ENSG00000280224	22
ENSG00000229606	20
ENSG00000100065	22
ENSG00000087510	20
ENSG00000235735	X
ENSG00000260585	X
ENSG00000228450	X
ENSG00000230502	X
ENSG00000231809	X
ENSG00000237206	X
ENSG00000234493	X
ENSG00000005022	X
ENSG00000280348	13
ENSG00000225708	20
ENSG00000226372	X
ENSG00000136111	13
ENSG00000213653	X
ENSG00000131050	20
ENSG00000234613	X
ENSG00000226881	X
ENSG00000277673	X
ENSG00000236735	X
ENSG00000186767	X
ENSG00000264345	18
ENSG00000214018	X
ENSG00000214009	X
ENSG00000233403	X
ENSG00000228301	X
ENSG00000230916	X
ENSG00000224217	X
ENSG00000198354	X
ENSG00000183287	18
ENSG00000250995	X
ENSG00000236042	X
ENSG00000234463	X
ENSG00000238049	X
ENSG00000237752	X
ENSG00000101856	X
ENSG00000248417	4
ENSG00000276627	20
ENSG00000248939	4
ENSG00000231707	4
ENSG00000003096	X
ENSG00000230400	20
ENSG00000251430	4
ENSG00000249563	4
ENSG00000260262	4
ENSG00000248425	4
ENSG00000250893	4
ENSG00000280043	4
ENSG00000205794	4
ENSG00000276993	18
ENSG00000260676	18
ENSG00000260542	20
ENSG00000244031	4
ENSG00000184402	20
ENSG00000174343	4
ENSG00000256704	18
ENSG00000267356	18
ENSG00000206129	18
ENSG00000267704	18
ENSG00000267752	18
ENSG00000235032	20
ENSG00000249334	4
ENSG00000149656	20
ENSG00000263716	18
ENSG00000267015	18
ENSG00000267497	18
ENSG00000171476	4
ENSG00000199197	18
ENSG00000199272	18
ENSG00000243591	18
ENSG00000272380	18
ENSG00000242985	18
ENSG00000200637	18
ENSG00000241223	18
ENSG00000275518	18
ENSG00000101361	20
ENSG00000207278	18
ENSG00000199856	18
ENSG00000251897	18
ENSG00000252915	21
ENSG00000251994	18
ENSG00000227406	21
ENSG00000212626	18
ENSG00000212572	18
ENSG00000200883	18
ENSG00000207092	18
ENSG00000201466	18
ENSG00000252319	18
ENSG00000222520	18
ENSG00000221363	18
ENSG00000182093	21
ENSG00000206827	18
ENSG00000252325	18
ENSG00000200750	18
ENSG00000242971	18
ENSG00000199977	18
ENSG00000242182	18
ENSG00000223023	18
ENSG00000199357	18
ENSG00000180964	X
ENSG00000201852	18
ENSG00000222087	18
ENSG00000242216	18
ENSG00000207160	18
ENSG00000199636	18
ENSG00000199366	18
ENSG00000100422	22
ENSG00000276221	18
ENSG00000251719	18
ENSG00000233575	9
ENSG00000206863	18
ENSG00000227835	9
ENSG00000199874	18
ENSG00000273524	18
ENSG00000206766	18
ENSG00000212051	18
ENSG00000212329	18
ENSG00000222320	18
ENSG00000199204	18
ENSG00000265641	18
ENSG00000266530	18
ENSG00000270736	X
ENSG00000266148	18
ENSG00000189401	X
ENSG00000212354	18
ENSG00000222704	18
ENSG00000253040	18
ENSG00000268988	X
ENSG00000202060	18
ENSG00000222179	18
ENSG00000207797	18
ENSG00000251939	18
ENSG00000266276	18
ENSG00000237891	X
ENSG00000266582	18
ENSG00000253038	18
ENSG00000252034	18
ENSG00000206944	18
ENSG00000224092	9
ENSG00000251997	18
ENSG00000281769	9
ENSG00000263872	18
ENSG00000240663	18
ENSG00000201668	18
ENSG00000224836	9
ENSG00000125676	X
ENSG00000202240	18
ENSG00000228783	9
ENSG00000200527	18
ENSG00000206865	18
ENSG00000212539	18
ENSG00000147853	9
ENSG00000251992	18
ENSG00000252139	18
ENSG00000201816	18
ENSG00000206769	18
ENSG00000239398	18
ENSG00000200872	18
ENSG00000202468	18
ENSG00000252555	18
ENSG00000227254	13
ENSG00000199867	18
ENSG00000263354	18
ENSG00000206746	18
ENSG00000238680	18
ENSG00000276208	13
ENSG00000091490	4
ENSG00000243549	18
ENSG00000239748	18
ENSG00000252598	18
ENSG00000232701	13
ENSG00000263750	18
ENSG00000241866	18
ENSG00000230405	13
ENSG00000207072	18
ENSG00000275355	18
ENSG00000214335	13
ENSG00000199392	18
ENSG00000199728	18
ENSG00000234033	13
ENSG00000201723	18
ENSG00000252260	18
ENSG00000252097	18
ENSG00000228074	13
ENSG00000259256	18
ENSG00000233349	13
ENSG00000100239	22
ENSG00000227151	13
ENSG00000275523	21
ENSG00000235808	21
ENSG00000228349	21
ENSG00000240364	18
ENSG00000235012	21
ENSG00000184809	21
ENSG00000265243	18
ENSG00000270400	13
ENSG00000243720	18
ENSG00000136158	13
ENSG00000263460	18
ENSG00000120158	9
ENSG00000266835	18
ENSG00000225330	21
ENSG00000231713	21
ENSG00000274776	18
ENSG00000183036	21
ENSG00000234278	13
ENSG00000078043	18
ENSG00000224117	13
ENSG00000171587	21
ENSG00000120686	13
ENSG00000249320	4
ENSG00000127418	4
ENSG00000231743	10
ENSG00000226694	10
ENSG00000204271	X
ENSG00000237500	10
ENSG00000214541	20
ENSG00000125514	20
ENSG00000107018	9
ENSG00000151240	10
ENSG00000101096	20
ENSG00000107020	9
ENSG00000263973	21
ENSG00000235123	21
ENSG00000267587	18
ENSG00000279354	18
ENSG00000207147	21
ENSG00000206147	9
ENSG00000233756	21
ENSG00000182347	9
ENSG00000280212	18
ENSG00000178163	4
ENSG00000228166	9
ENSG00000266957	18
ENSG00000178654	9
ENSG00000235917	9
ENSG00000267724	18
ENSG00000230859	21
ENSG00000225893	9
ENSG00000267800	18
ENSG00000237274	9
ENSG00000220937	9
ENSG00000226496	21
ENSG00000106993	9
ENSG00000167220	18
ENSG00000263681	21
ENSG00000182240	21
ENSG00000281016	4
ENSG00000196810	4
ENSG00000271544	4
ENSG00000249228	4
ENSG00000186777	4
ENSG00000213232	13
ENSG00000231108	9
ENSG00000227564	13
ENSG00000224972	9
ENSG00000250050	4
ENSG00000235533	9
ENSG00000279797	13
ENSG00000278754	9
ENSG00000271278	4
ENSG00000237711	9
ENSG00000226537	13
ENSG00000236199	9
ENSG00000233052	10
ENSG00000237553	9
ENSG00000182903	4
ENSG00000273550	13
ENSG00000234556	10
ENSG00000155158	9
ENSG00000234962	10
ENSG00000227674	13
ENSG00000228597	13
ENSG00000230009	13
ENSG00000196139	10
ENSG00000109705	4
ENSG00000276644	13
ENSG00000250147	4
ENSG00000251615	4
ENSG00000244538	4
ENSG00000267228	18
ENSG00000169019	4
ENSG00000230170	X
ENSG00000280109	21
ENSG00000228139	X
ENSG00000234050	X
ENSG00000230538	X
ENSG00000224388	21
ENSG00000269904	X
ENSG00000223400	21
ENSG00000237903	X
ENSG00000234404	X
ENSG00000134049	18
ENSG00000227702	21
ENSG00000230376	X
ENSG00000236384	21
ENSG00000223772	X
ENSG00000225949	X
ENSG00000078596	X
ENSG00000197712	4
ENSG00000232401	21
ENSG00000201825	18
ENSG00000215474	18
ENSG00000183421	21
ENSG00000230956	X
ENSG00000235425	X
ENSG00000224281	X
ENSG00000258757	14
ENSG00000233433	X
ENSG00000070778	14
ENSG00000225269	10
ENSG00000229674	X
ENSG00000177426	18
ENSG00000102021	X
ENSG00000250632	4
ENSG00000236883	21
ENSG00000275166	21
ENSG00000227234	X
ENSG00000247708	4
ENSG00000227912	10
ENSG00000160179	21
ENSG00000228291	10
ENSG00000214125	22
ENSG00000178462	10
ENSG00000238192	22
ENSG00000184785	X
ENSG00000181819	X
ENSG00000234176	X
ENSG00000183530	22
ENSG00000271021	X
ENSG00000236880	X
ENSG00000225912	X
ENSG00000270619	X
ENSG00000224701	X
ENSG00000231053	X
ENSG00000226470	9
ENSG00000234534	9
ENSG00000274901	X
ENSG00000231491	9
ENSG00000228810	9
ENSG00000166681	X
ENSG00000233186	9
ENSG00000271251	10
ENSG00000231604	20
ENSG00000236921	9
ENSG00000213994	10
ENSG00000197670	20
ENSG00000185736	10
ENSG00000147883	9
ENSG00000224635	20
ENSG00000196074	20
ENSG00000250884	4
ENSG00000248215	4
ENSG00000120210	9
ENSG00000188636	22
ENSG00000280142	X
ENSG00000046774	X
ENSG00000241990	22
ENSG00000248302	4
ENSG00000214195	9
ENSG00000280450	10
ENSG00000226990	10
ENSG00000109171	4
ENSG00000183354	9
ENSG00000233243	X
ENSG00000238266	10
ENSG00000228532	X
ENSG00000229829	X
ENSG00000232363	22
ENSG00000179542	X
ENSG00000279954	22
ENSG00000133477	22
ENSG00000187721	13
ENSG00000186462	X
ENSG00000183379	14
ENSG00000279754	13
ENSG00000271502	X
ENSG00000231667	13
ENSG00000232149	X
ENSG00000214748	X
ENSG00000270431	X
ENSG00000280275	X
ENSG00000102241	X
ENSG00000165568	10
ENSG00000261206	13
ENSG00000258985	14
ENSG00000214178	13
ENSG00000258496	14
ENSG00000235347	22
ENSG00000271564	13
ENSG00000280424	22
ENSG00000215771	22
ENSG00000100523	14
ENSG00000236594	9
ENSG00000226954	22
ENSG00000131127	4
ENSG00000224083	9
ENSG00000229409	22
ENSG00000227607	9
ENSG00000100362	22
ENSG00000106688	9
ENSG00000102554	13
ENSG00000250243	4
ENSG00000123561	X
ENSG00000038219	4
ENSG00000141384	18
ENSG00000237650	X
ENSG00000225970	X
ENSG00000237214	22
ENSG00000260683	X
ENSG00000235334	X
ENSG00000233548	X
ENSG00000182858	22
ENSG00000235976	X
ENSG00000228160	X
ENSG00000183434	X
ENSG00000173954	X
ENSG00000237475	X
ENSG00000276205	X
ENSG00000231501	X
ENSG00000242610	X
ENSG00000226902	X
ENSG00000228097	9
ENSG00000236080	X
ENSG00000237158	9
ENSG00000236205	X
ENSG00000228165	9
ENSG00000089289	X
ENSG00000254017	9
ENSG00000205808	9
ENSG00000223262	21
ENSG00000227730	9
ENSG00000160181	21
ENSG00000236254	9
ENSG00000197646	9
ENSG00000172476	X
ENSG00000121390	13
ENSG00000160182	21
ENSG00000189252	X
ENSG00000278646	X
ENSG00000044459	9
ENSG00000160183	21
ENSG00000213468	X
ENSG00000236990	10
ENSG00000251186	4
ENSG00000232170	10
ENSG00000273179	4
ENSG00000251669	4
ENSG00000100321	22
ENSG00000227354	13
ENSG00000224788	10
ENSG00000234306	10
ENSG00000204195	X
ENSG00000230014	10
ENSG00000233117	10
ENSG00000141682	18
ENSG00000226031	X
ENSG00000276586	13
ENSG00000271776	13
ENSG00000226661	X
ENSG00000229865	13
ENSG00000175322	18
ENSG00000226685	X
ENSG00000234146	9
ENSG00000218728	X
ENSG00000213362	9
ENSG00000235304	X
ENSG00000230573	10
ENSG00000174015	13
ENSG00000272436	10
ENSG00000214190	9
ENSG00000225053	10
ENSG00000226597	9
ENSG00000271175	X
ENSG00000224955	9
ENSG00000280752	X
ENSG00000188133	9
ENSG00000213489	X
ENSG00000271041	X
ENSG00000131721	X
ENSG00000273056	9
ENSG00000137040	9
ENSG00000134463	10
ENSG00000163697	4
ENSG00000279642	22
ENSG00000233467	X
ENSG00000214943	14
ENSG00000233229	X
ENSG00000100095	22
ENSG00000232787	X
ENSG00000233846	9
ENSG00000228466	X
ENSG00000147885	9
ENSG00000224589	X
ENSG00000215236	9
ENSG00000275508	X
ENSG00000259045	14
ENSG00000188379	9
ENSG00000232599	X
ENSG00000229693	X
ENSG00000139921	14
ENSG00000237833	X
ENSG00000227303	X
ENSG00000130702	20
ENSG00000198642	9
ENSG00000175065	18
ENSG00000131725	X
ENSG00000228132	9
ENSG00000226250	13
ENSG00000176399	9
ENSG00000212743	10
ENSG00000147874	9
ENSG00000231039	10
ENSG00000151465	10
ENSG00000242952	14
